time,close,Plot,Shapes,Shapes
1751477400,315.65,-0.5647433177489415,,
1751549400,315.2,-0.5703720658265984,,
1751895000,291.36,-0.6204716740198831,,
1751909400,294.01,-0.6333988489498964,,
1751981400,301.55,-0.7153346078600005,,
1751995800,297.87,-0.8326458696073418,,
1752067800,294.49,-0.9748528922042284,,
1752082200,295.82,-0.9096468617359698,,-0.9096468617359698
1752154200,301.86,-0.8205745670587882,,
1752168600,309.94,-0.7281591800780736,,
1752240600,310.83,-0.6011363637576768,,
1752255000,313.47,-0.4342576625333182,,
1752499800,315.34,-0.26066267939694826,,
1752514200,316.89,-0.14997659109371758,,
1752586200,314.05,-0.14203202843377347,,
1752600600,310.77,-0.15353785888414823,,
1752672600,320.21,-0.11867030144347547,,
1752687000,321.71,-0.08497582657535156,,
1752759000,319.47,-0.07248045837424605,,
1752773400,319.36,-0.02454004014767651,,
1752845400,327.56,0.13068907465405347,,
1752859800,329.59,0.22588741559080183,,
1753104600,329.73,0.3083956738620339,,
1753119000,328.5,0.40666524737580795,,
1753191000,331.895,0.5384733869400521,,
1753205400,332.11,0.598761204409637,,
1753277400,330.86,0.6219301236706491,,
1753291800,332.91,0.6609751152012383,,
1753363800,304.29,0.420462731730137,0.420462731730137,
1753378200,305.12,0.1344649410404203,,
1753450200,317.84,-0.026325851143034238,,
1753464600,316.065,-0.18428185790234672,,
1753709400,328.16,-0.2440140052969596,,
1753723800,325.54,-0.011973318851649756,,
1753795800,320.43,0.16218017426171596,,
1753810200,321.34,0.23647576659391176,,
1753882200,317.85,0.2927098788191513,,
1753896600,319.12,0.21782614414034818,,
1753968600,309.87,0.0738685931204362,,
1753983000,308.27,-0.04466042160054742,,
1754055000,303.27,-0.22445880076186386,,
1754069400,302.63,-0.37062202273142475,,
1754314200,308.47,-0.47509306815554714,,
1754328600,309.295,-0.46379585031678655,,-0.46379585031678655
1754400600,308.09,-0.447111287548771,,
1754415000,308.68,-0.37354947442151637,,
1754487000,318.53,-0.19100665216294235,,
1754501400,319.97,-0.07816600177533851,,
1754573400,318.42,0.008342409329660683,,
1754587800,322.31,0.17342651055604702,,
1754659800,328.68,0.41386097290392815,,
1754674200,329.7,0.5543751269095707,,
1754919000,342.39,0.7933575668507896,,
1754933400,339.23,1.0386367366877858,,
1755005400,338.79,1.2446536912393154,,
1755019800,340.765,1.3661331118525264,,
1755091800,341.5,1.473686013748234,,
1755106200,339.34,1.367326915735217,1.367326915735217,
1755178200,333.96,1.257311053065565,,
1755192600,335.58,1.2043602729090628,,
1755264600,330.88,1.0438075582892754,,
1755279000,330.63,0.8584179501305763,,
1755523800,334.75,0.75991735491163,,
1755538200,335.155,0.7520876694324111,,
1755610200,329.72,0.6638529304277674,,
1755624600,329.32,0.6177684324741071,,
1755696600,321.06,0.4774946058027092,,
1755711000,323.94,0.30828491001649444,,
1755783000,319.41,0.054547371750577625,,
1755797400,320.13,-0.10227467340962974,,
1755869400,338.02,0.021713090945999037,,
1755883800,339.97,0.30679280464079917,,
1756128600,348.35,0.6525806084740251,,
1756143000,346.68,1.0314929900377594,,
1756215000,347.11,1.3972685880367386,,
1756229400,351.7,1.5410449370685877,,
1756301400,351.01,1.6391389273693464,,
1756315800,349.94,1.6087859292402762,1.6087859292402762,
1756387800,343.43,1.4929317860053612,,
1756402200,345.8,1.400613761026472,,
1756474200,333.74,1.1274777694858378,,
1756488600,333.86,0.8626084019415455,,
1756819800,329.81,0.5810926557775584,,
1756834200,329.34,0.38065005673104385,,
1756906200,341.76,0.2931070546833392,,
1756920600,334.05,0.2841964694739867,,
1756992600,335.04,0.2800575603824041,,
1757007000,338.63,0.3780839181773287,,
1757079000,352.08,0.6319048422787206,,
1757093400,350.79,0.6868513480361395,,
1757338200,347.44,0.8001446072712246,,
1757352600,346.44,0.885916329337608,,
1757424600,346.91,0.9350286967516558,,
1757439000,347.005,0.8088736203058519,,
1757511000,354.27,0.7797425417336585,,
