time,close,Plot,Shapes,Shapes
1732545000,338.59,1.8705685697883556,,
1732631400,338.23,1.7508484214034696,,
1732717800,332.89,1.6331786213678416,,
1732890600,345.16,1.5838543816250557,,
1733149800,357.09,1.5191570181762344,,
1733236200,351.42,1.5046073576958376,,
1733322600,357.93,1.5175675589439808,,
1733409000,369.49,1.5944951372263176,,
1733495400,389.22,1.6817600257409688,,
1733754600,389.79,1.7217551830629312,,
1733841000,400.99,1.8182383678281406,,
1733927400,424.77,1.9542980647527248,,
1734013800,418.1,2.020328746162849,,
1734100200,436.23,2.0593271914323354,,
1734359400,463.02,2.167914582988141,,
1734445800,479.86,2.272080219033835,,
1734532200,440.13,2.201505285077604,2.201505285077604,
1734618600,436.17,2.1470574195824685,,
1734705000,421.06,2.0021413012478906,,
1734964200,430.6,1.7976667163038889,,
1735050600,462.28,1.6274244567072358,,
1735223400,454.13,1.5637990589571085,,
1735309800,431.66,1.463247704960949,,
1735569000,417.41,1.3760650370570178,,
1735655400,403.84,1.2328423653262714,,
1735828200,379.28,0.9461292295884707,,
1735914600,410.44,0.7612511004678512,,
1736173800,411.05,0.6423943247388156,,
1736260200,394.36,0.5380655324230278,,
1736346600,394.94,0.47569885808037515,,
1736519400,394.74,0.47730748855491123,,
1736778600,403.31,0.4163156426538111,,
1736865000,396.36,0.3384898105013078,,
1736951400,428.22,0.3755231377847033,,
1737037800,413.82,0.3778842282929813,,
1737124200,426.5,0.4073512060951743,,
1737469800,424.07,0.4118150724261506,,
1737556200,415.11,0.42307485634904723,,
1737642600,412.38,0.3525647998781458,,
1737729000,406.58,0.311816129744401,,
1737988200,397.15,0.2278195764484484,,
1738074600,398.09,0.1474908378146821,,
1738161000,389.1,0.07069109622958442,,
1738247400,400.28,0.020489742561888225,,
1738333800,404.6,-0.00405297920334324,,
1738593000,383.68,-0.04616113845168799,,
1738679400,392.21,-0.07046362258646695,,
1738765800,378.17,-0.10404598882987202,,
1738852200,374.32,-0.17193922048425458,,
1738938600,361.62,-0.27303167905224024,,
1739197800,350.73,-0.351400977296518,,
1739284200,328.5,-0.49595856500649826,,
1739370600,336.51,-0.5924870754465578,,
1739457000,355.94,-0.6361982314033854,,
1739543400,355.84,-0.6478507760333896,,
1739889000,354.11,-0.6394670533036255,,-0.6394670533036255
1739975400,360.56,-0.5654252279255573,,
1740061800,354.4,-0.5201756113511303,,
1740148200,337.8,-0.549356157186181,,
1740407400,330.53,-0.5933435864301638,,
1740493800,302.8,-0.6881592924410813,,
1740580200,290.8,-0.8171785579114202,,
1740666600,281.95,-0.9520623358780242,,
1740753000,292.98,-1.0221866779090432,,
1741012200,284.65,-1.0869129394597563,,
1741098600,272.04,-1.111081351025314,,
1741185000,279.1,-1.1026125891841887,,-1.1026125891841887
1741271400,263.45,-1.1073826817998744,,
1741357800,262.67,-1.1425570190747139,,
1741613400,222.15,-1.2402435475404245,,
1741699800,230.58,-1.284373116407079,,
1741786200,248.09,-1.3106936732929748,,
1741872600,240.68,-1.3219439343073893,,
1741959000,249.98,-1.315896299023501,,-1.315896299023501
1742218200,238.01,-1.2435414260673148,,
1742304600,225.31,-1.2220586775460873,,
1742391000,235.86,-1.2123153018063015,,
1742477400,236.26,-1.1839716072991642,,
1742563800,248.71,-1.1552933662360463,,
1742823000,278.39,-1.0355162712163168,,
1742909400,288.14,-0.8645030242561568,,
1742995800,272.06,-0.7497896873006532,,
1743082200,273.13,-0.6348768264101248,,
1743168600,263.55,-0.5620436944151433,,
1743427800,259.16,-0.5722272747414102,,
1743514200,268.46,-0.5830022494785754,,
1743600600,282.76,-0.5251929313134481,,
1743687000,267.28,-0.5051352353069655,,
1743773400,239.43,-0.5228901642519419,,
1744032600,233.29,-0.5445790107641952,,
1744119000,221.86,-0.6155843263044148,,
1744205400,272.2,-0.6122774365378361,,
1744291800,252.4,-0.6166900108374073,,
1744378200,252.31,-0.5511087220804125,,
1744637400,252.35,-0.4693705283194399,,
1744723800,254.11,-0.36052185359069494,,
1744810200,241.55,-0.4000594573471283,,
1744896600,241.37,-0.3951417469387891,,
1745242200,227.5,-0.4217749183371274,,
1745328600,237.97,-0.42875284742295505,,
1745415000,250.74,-0.4142300971451381,,
1745501400,259.51,-0.3534285831386636,,
1745587800,284.95,-0.23201603578262173,,
1745847000,285.88,-0.0678783160577337,,
1745933400,292.03,0.08469393263877564,,
1746019800,282.16,0.182695241422436,,
1746106200,280.52,0.25686538104149215,,
1746192600,287.21,0.28041896626191054,,
1746451800,280.26,0.2815220441891284,,
1746538200,275.35,0.25367125921200334,0.25367125921200334,
1746624600,276.22,0.24600999260620776,,
1746711000,284.82,0.2594184173702173,,
1746797400,298.26,0.284617644338817,,
1747056600,318.38,0.3777575815966072,,
1747143000,334.07,0.5184504352006784,,
1747229400,347.68,0.685580048226987,,
1747315800,342.82,0.8217077621548382,,
1747402200,349.98,0.9357461697595405,,
1747661400,342.09,0.9789957435300858,,
1747747800,343.82,0.9748839356767466,0.9748839356767466,
1747834200,334.62,0.9150773854098485,,
1747920600,341.04,0.8879002710843431,,
1748007000,339.34,0.8362040973190741,,
1748352600,362.89,0.8625028637872714,,
1748439000,356.9,0.8673540048021247,,
1748525400,358.43,0.8970036965195722,,
1748611800,346.46,0.8842329361227766,,
1748871000,342.69,0.8672448731252194,,
1748957400,344.27,0.7943457735460986,,
1749043800,332.05,0.7160087731177205,,
1749130200,284.7,0.5210071167488161,,
1749216600,295.14,0.3777735702936648,,
1749475800,308.58,0.2768044913162984,,
1749562200,326.09,0.2111399727009162,,
1749648600,326.43,0.17818624926561766,,
1749735000,319.11,0.2599958493776032,,
1749821400,325.31,0.3328463049985167,,
1750080600,329.13,0.37425838511551723,,
1750167000,316.35,0.3270024771791736,,
1750253400,322.05,0.2911383186352822,,
1750426200,322.16,0.27276103674836555,,
1750685400,348.68,0.3181884547216876,,
1750771800,340.47,0.3266569146418692,,
1750858200,327.55,0.33848458329643266,,
1750944600,325.78,0.32933227250179165,,
1751031000,323.63,0.31475988887244255,,
1751290200,317.66,0.20458467327998137,,
1751376600,300.71,0.07310442029133613,,
1751463000,315.65,0.013236275608000624,,
1751549400,315.35,-0.03940806711592097,,
1751895000,293.94,-0.13809601045432288,,
1751981400,297.81,-0.2069523258128143,,
1752067800,295.88,-0.22425978951133108,,
1752154200,309.87,-0.24811787450902262,,
1752240600,313.51,-0.26002388345493255,,
1752499800,316.9,-0.20351037133855274,,-0.20351037133855274
1752586200,310.78,-0.174693570114946,,
1752672600,321.67,-0.10963416359863305,,
1752759000,319.41,-0.09331476280680572,,
1752845400,329.65,-0.062100936453796156,,
1753104600,328.49,-0.04357154242349116,,
1753191000,332.11,0.0049604398645805335,,
1753277400,332.56,0.026799392083860035,,
1753363800,305.3,-0.010704000869136015,,
1753450200,316.06,-0.0454352635304991,,
1753709400,325.59,-0.04759179990389856,,
1753795800,321.2,-0.07354911583794761,,
1753882200,319.04,-0.10464826919221087,,
1753968600,308.27,-0.08600008912157585,,
1754055000,302.63,-0.11402838023871943,,
1754314200,309.26,-0.15576119029330687,,
1754400600,308.72,-0.1843279025345924,,
1754487000,319.91,-0.17669339254048397,,
1754573400,322.27,-0.12281578417066971,,
1754659800,329.65,-0.032607928100648,,
1754919000,339.03,0.06449631684040137,,
1755005400,340.84,0.16554668891763288,,
1755091800,339.38,0.22750241488361497,,
1755178200,335.58,0.2727235318129826,,
1755264600,330.56,0.27710438086363637,,
1755523800,335.16,0.25019555520428055,0.25019555520428055,
1755610200,329.31,0.20403785980187802,,
1755696600,323.9,0.15109688036722144,,
1755783000,320.11,0.10453534964591722,,
1755869400,340.01,0.1307442532487235,,
1756128600,346.6,0.15893140160594743,,
1756215000,351.67,0.22277552842516088,,
1756301400,349.6,0.29994819119380295,,
1756387800,345.98,0.37564947992545855,,
1756474200,333.87,0.35394193568627,0.35394193568627,
1756819800,329.36,0.2969692275080774,,
1756906200,334.09,0.24555905546068715,,
1756992600,338.53,0.21072947998632255,,
1757079000,350.84,0.21976982002574919,,
1757338200,346.4,0.25582892691762094,,
1757424600,346.97,0.3082171127779322,,
1757511000,347.79,0.34533967608448385,,
1757597400,368.81,0.42540719915838987,,
1757683800,395.94,0.55073745510055,,
1757943000,410.04,0.7330127572319195,,
1758029400,421.62,0.9403246810914724,,
1758115800,425.86,1.1579384364316176,,
1758202200,416.85,1.2780568956102067,,
1758288600,426.07,1.3362139393042034,,
1758547800,434.21,1.3721853010702598,,
1758634200,425.85,1.3457189081967855,1.3457189081967855,
1758720600,442.79,1.3508373326306682,,
1758807000,423.39,1.3347185824615262,,
1758893400,440.4,1.3357898294879096,,
1759152600,443.21,1.3210254542385012,,
1759239000,444.72,1.3374821339898433,,
1759325400,459.46,1.341037220222759,,
1759411800,436,1.344305369389544,,
1759498200,429.83,1.2683982650222423,,
1759757400,453.25,1.2505429786741022,,
1759843800,433.09,1.1772489243649207,,
1759930200,438.69,1.0710303575972246,,
1760016600,435.54,1.0309653550918352,,
1760103000,413.49,0.9464696424566349,,
1760362200,435.9,0.8498733162401054,,
1760448600,429.24,0.8009216395012523,,
1760535000,435.15,0.7503663201553391,,
1760621400,428.75,0.6953148993559302,,
1760707800,439.31,0.7415088213486493,,
1760967000,447.43,0.741174888589605,,
1761053400,442.6,0.7520166852734169,,
1761139800,438.97,0.7344328899478705,,
1761226200,448.98,0.7658363100459613,,
1761312600,433.72,0.7151995453293509,,
1761571800,452.42,0.6893835873848428,,
1761658200,460.55,0.7039278591742846,,
1761744600,461.51,0.731043242801224,,
1761831000,440.1,0.6649882438672069,,
1761917400,456.56,0.6929547489271913,,
1762180200,468.37,0.7007228247587213,,
1762266600,444.26,0.6184050937280896,,
1762353000,462.07,0.5839138235559236,,
1762439400,445.91,0.5700379713297434,,
1762525800,429.52,0.4574582186355788,,
1762785000,445.23,0.34806043811385085,,
1762871400,439.62,0.2977455596915501,,
1762957800,430.6,0.1688434704677825,,
1763044200,401.99,0.012353570928196937,,
1763130600,404.35,-0.08248951813338275,,
1763389800,408.92,-0.21447200683979956,,
1763476200,401.25,-0.3499833022151397,,
1763562600,403.99,-0.44928247298513824,,
1763649000,395.23,-0.4779584627765811,,
1763735400,391.09,-0.5171096388670667,,
1763994600,417.78,-0.4910892019167665,,-0.4910892019167665
1764081000,419.4,-0.4335207042763407,,
1764167400,426.58,-0.3632963982870524,,
1764340200,430.17,-0.25943111369381755,,
1764599400,430.14,-0.14072356532222924,,
1764685800,429.24,-0.10393516821641599,,
1764772200,446.74,-0.02693293470489538,,
1764858600,454.53,0.054027611473623255,,
1764945000,455,0.11890953655334063,,
1765204200,439.58,0.14712694903530713,,
1765290600,445.17,0.19368225747964374,,
1765377000,451.45,0.20508712468394674,,
1765463400,446.89,0.18578183570897752,,
1765549800,458.96,0.19015846637451414,,
1765809000,475.31,0.28163681182116623,,
1765895400,489.88,0.40177706062388935,,
1765981800,467.26,0.43885709207725704,,
1766068200,483.37,0.5311773514065691,,
1766154600,481.2,0.5807907999586512,,
1766413800,488.73,0.5946474229651465,,
1766500200,485.56,0.5649532784136756,0.5649532784136756,
1766586600,485.4,0.5998623408496325,,
1766759400,475.19,0.5635821570280508,,
1767018600,459.64,0.49146936149958304,,
1767105000,454.43,0.3874504592148596,,
1767191400,449.72,0.2831355467456298,,
1767364200,438.07,0.14852012927407637,,
1767623400,451.67,0.07751025163266789,,
1767709800,432.96,0.006040002379817292,,
1767796200,431.41,-0.05872848159757453,,
1767882600,435.8,-0.09338393023243223,,
1767969000,445.01,-0.06911962595657524,,
1768228200,448.96,-0.07305459346880193,,
1768314600,447.2,-0.03478133389815054,,
1768401000,439.2,-0.007961049341227494,,
1768487400,438.57,0.00820335031856076,,
1768573800,437.5,-0.010988852890045912,,
1768919400,419.25,-0.08239966300673562,,
1769005800,431.44,-0.12249209256880102,,
1769092200,449.36,-0.09934233024683138,,
